Fund,Fund Description,Fund ID,Department ID,Department,Short Title,Expense Line,Link to Website,Department Description,Control Officer,Appropriations 1995,Appropriations 1996,Appropriations 1997,Appropriations 1998,Appropriations 1999,Appropriations 2000,Appropriations 2001,Appropriations 2002,Appropriations 2003,Appropriations 2004,Appropriations 2005,Appropriations 2006,Appropriations 2007,Appropriations 2008,Appropriations 2009,Appropriations 2010,Appropriations 2011,Appropriations 2012,Appropriations 2013,Appropriations 2014,Appropriations 2015,Expenditures 1995,Expenditures 1996,Expenditures 1997,Expenditures 1998,Expenditures 1999,Expenditures 2000,Expenditures 2001,Expenditures 2002,Expenditures 2003,Expenditures 2004,Expenditures 2005,Expenditures 2006,Expenditures 2007,Expenditures 2008,Expenditures 2009,Expenditures 2010,Expenditures 2011,Expenditures 2012,Expenditures 2013,Expenditures 2014
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,84,Court Automation Fund,Court Automation Fund,"Books, Transcripts, & Periodicals",,This fund was established by Resolution 1991.01 in an effort to defray the cost of establishing and maintaining automated record keeping systems in the offices of the Circuit Court. County Boards were given the authority to require Clerks of the Court to collect a fee in certain cases to help defray these costs.,Circuit Clerk,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,473.00,3000.00,1168.00,1645.00,1644.60,1644.60,1644.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,473.00,50.00,503.00,772.00,0.00,0.00
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,84,Court Automation Fund,Court Automation Fund,Capital Outlay,,This fund was established by Resolution 1991.01 in an effort to defray the cost of establishing and maintaining automated record keeping systems in the offices of the Circuit Court. County Boards were given the authority to require Clerks of the Court to collect a fee in certain cases to help defray these costs.,Circuit Clerk,0.00,0.00,0.00,0.00,0.00,0.00,12384.00,12384.00,12384.00,12384.00,13384.00,26444.00,28000.00,39637.00,20083.00,28625.00,18302.00,42008.00,0.00,10467.96,10467.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9507.00,5984.00,0.00,5096.00,2263.00,11052.00,13933.00,9149.00,4684.00,18169.00,42009.00,0.00,1306.01
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Salaries,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52771.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10671.00,0.00,0.00,0.00,0.00,0.00
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Supplies,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,12000.00,10000.00,12000.00,19200.00,10000.00,16000.00,14360.00,12330.00,62144.00,55473.00,17000.00,73963.00,72334.00,33500.00,26141.81,75000.00,0.00,0.00,0.00,0.00,0.00,10918.00,9244.00,6193.00,14231.00,7673.00,12691.00,13062.00,12347.00,12144.00,12881.00,14546.00,7416.00,12395.00,14665.97,18018.14
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Repairs,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19800.00,9670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Counseling,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Administration,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,27153.00,13553.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14968.00,20498.00,4341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Travel,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,20000.00,5000.00,15000.00,5500.00,4400.00,6000.00,5200.00,5000.00,8000.00,8000.00,4000.00,3037.00,8500.00,8500.00,10000.00,10000.00,0.00,0.00,41749.87,0.00,0.00,3692.00,3854.00,1031.00,3102.00,4054.00,4270.00,5143.00,4915.00,5601.00,4584.00,3151.00,3036.00,8168.00,7469.84,5391.47
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Equipment,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,25000.00,42000.00,20000.00,56284.00,71600.00,57000.00,10000.00,15000.00,28000.00,27000.00,13000.00,5000.00,33500.00,35000.00,12000.00,12000.00,0.00,0.00,0.00,0.00,0.00,7715.00,35949.00,11194.00,48988.00,53310.00,49934.00,9456.00,4571.00,16090.00,9414.00,415.00,4488.00,2308.00,28726.75,3422.74
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Miscellaneous,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40000.00,33856.00,30856.00,188365.00,24000.00,42666.00,33500.00,35000.00,35000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34890.00,19520.00,22135.00,19094.00,19955.00,36519.00,16340.00,12172.45
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,85,Probation Fees Fund,Probation Fees Fund,Transfer Out,,This fund is statutorily authorized by 730 ILCS 110/15.1 and consists of fees collected by the court to be used strictly for costs of operating the Probation and Court Services Department in accordance with policies and guidelines approved by the Illinois Supreme Court. Probation fees may additionally be used to cover salary shortfalls of probation officers (as provided under 730 ILCS 110/15.1(h)) up to a set amount formulaically determined by the Administrative Office of the Illinois Courts (AOIC). Salary shortfalls beyond that set amount may not be covered by the Probation Fee Fund. The Department's FY 13-14 budget request includes the use of the estimated maximum shortfall authorization amount to cover anticipated county funding shortfalls.,Chief Probation and Court Services Officer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46500.00,43858.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46500.00,43858.19
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,86,Coroner's Fee,Coroner's Fee,General Government,,"This fund collects the Coroner fee for Coroner Services pursuant to 55 ILCS 5/4-7001 and can be utilized for certain expenses of the Coroner's office. By statute, moneys in the fund shall be used solely for the purchase of electronic and forensic identification equipment or other related supplies and the operating expenses of the coroner's office. Funding from this fund may not be used for food or salaries.",Coroner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,6000.00,8000.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9639.00,3298.50,4976.14
Special Purpose Fund,Special Purposes Funds are funds that house monies collected by fees by the various departments and offices of the County that by state statute can only be spent on certain expenses.,2,86,Coroner's Fee,Coroner's Fee,Public Safety,,"This fund collects the Coroner fee for Coroner Services pursuant to 55 ILCS 5/4-7001 and can be utilized for certain expenses of the Coroner's office. By statute, moneys in the fund shall be used solely for the purchase of electronic and forensic identification equipment or other related supplies and the operating expenses of the coroner's office. Funding from this fund may not be used for food or salaries.",Coroner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,25582.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2109.00,0.00,0.00,0.00
